Category,Entry
Association football,History of Stoke City F.C.
Association football,History of Tottenham Hotspur F.C.
Association football,History of the Wales national football team (1876
Association football,1976)
Association football,History of York City F.C. (1922
Association football,1980)
Association football,History of York City F.C. (1980
Association football,present)
Association football,Ipswich Town F.C.
Association football,Kit (association football)
Association football,Luton Town F.C.
Association football,Leek Town F.C.
Association football,Liverpool F.C.
Association football,Liverpool F.C. in international football
Association football,Malmö FF
Association football,Manchester City F.C.
Association football,Manchester United F.C.
Association football,Manchester United F.C. 9
Association football,0 Ipswich Town F.C.
Association football,Margate F.C.
Association football,MLS Cup 1996
Association football,MLS Cup 1999
Association football,MLS Cup 2019
Association football,MLS Cup 2022
Association football,Ninian Park
Association football,"North Road, Manchester"
Association football,Norwich City F.C.
Association football,Okęcie Airport incident
Association football,Old Trafford
Association football,Peru national football team
Association football,Portman Road
Association football,Premier League
Association football,Priestfield Stadium
Association football,Scotland national football team
Association football,Seattle Sounders FC
Association football,Stocksbridge Park Steels F.C.
Association football,Suicidal Tour
Association football,Sutton United 2
Association football,1 Coventry City (1989)
Association football,Turf Moor
Association football,UEFA Euro 1976 final
Association football,UEFA Euro 2004 final
Association football,UEFA Euro 2008 final
Association football,UEFA Euro 2012 final
Association football,UEFA Euro 2016 final
Association football,UEFA Euro 2020 final
Association football,Valley Parade
Association football,Villa Park
Association football,Wales national football team home stadium
Association football,York City F.C.
Baseball,1912 suspension of Ty Cobb
Baseball,1926 World Series
Baseball,2004 World Series
Baseball,2009 World Series
Baseball,Baseball
Baseball,"Brooklyn Dodgers 1, Boston Braves 1 (26 innings)"
Baseball,First Horizon Park
Baseball,Herschel Greer Stadium
Baseball,History of the Nashville Sounds
Baseball,History of the New York Yankees
Baseball,Nashville Sounds
Baseball,Orel Hershiser's scoreless innings streak
Baseball,"Philadelphia Athletics 18, Cleveland Indians 17 (1932)"
Baseball,Posting system
Baseball,Riders Field
Baseball,Youngstown Ohio Works
Boat race,Jesus College Boat Club (Oxford)
Boat race,The Boat Race 1993
Boat race,The Boat Race 2003
Boat race,The Boat Race 2012
Boat race,The Boat Races 2015
Boat race,The Boat Races 2016
Boat race,The Boat Races 2017
Boat race,The Boat Race 2018
Boat race,The Boat Race 2019
Boat race,The Boat Race 2020
Boat race,The Boat Race 2021
Boat race,The Boat Race 2022
Cricket,"First Test, 1948 Ashes series"
Cricket,"Second Test, 1948 Ashes series"
Cricket,"Third Test, 1948 Ashes series"
Cricket,"Fourth Test, 1948 Ashes series"
Cricket,"Fifth Test, 1948 Ashes series"
Cricket,2003 Cricket World Cup final
Cricket,2009 Women's Cricket World Cup final
Cricket,2010 Twenty20 Cup final
Cricket,Adelaide leak
Cricket,Bodyline
Cricket,D'Oliveira affair
Cricket,John the bookmaker controversy
Cricket,Leg before wicket
Cricket,Somerset County Cricket Club in 1891
Cricket,Somerset County Cricket Club in 2009
Cricket,"Van Diemen's Land v Port Phillip, 1851"
Cricket,West Indian cricket team in England in 1988
Cricket,"Worcestershire v Somerset, 1979"
Cricket,Yorkshire captaincy affair of 1927
Cue sports,1927 World Snooker Championship
Cue sports,1980 World Snooker Championship
Cue sports,1981 World Snooker Championship
Cue sports,1982 World Snooker Championship
Cue sports,1983 World Snooker Championship
Cue sports,1984 World Snooker Championship
Cue sports,1985 World Snooker Championship
Cue sports,1985 World Snooker Championship final
Cue sports,1986 World Snooker Championship
Cue sports,1987 World Snooker Championship
Cue sports,1988 World Snooker Championship
Cue sports,1989 World Snooker Championship
Cue sports,2002 World Snooker Championship
Cue sports,2007 World Cup of Pool
Cue sports,2014 World Snooker Championship
Cue sports,2015 World Snooker Championship
Cue sports,2016 World Snooker Championship
Cue sports,2017 World Snooker Championship
Cue sports,2018 World Snooker Championship
Cue sports,2019 World Snooker Championship
Cue sports,2019 Champion of Champions
Cue sports,2019 Tour Championship
Cue sports,2019 WPA World Ten-ball Championship
Cue sports,2020 World Snooker Championship
Cue sports,2020 Masters (snooker)
Cue sports,2020 Tour Championship
Cue sports,2021 British Open
Cue sports,2021 Masters (snooker)
Cue sports,2021 Tour Championship
Cue sports,2021 World Snooker Championship
Cue sports,2022 Hong Kong Masters
Cue sports,2022 Masters (snooker)
Cue sports,2022 Tour Championship
Cue sports,2022 Welsh Open (snooker)
Cue sports,2022 World Snooker Championship
Cue sports,2023 World Snooker Championship
Cue sports,Snooker
Cycling,1962 Tour de France
Cycling,1985 Tour de France
Cycling,1987 Giro d'Italia
Cycling,1988 Giro d'Italia
Cycling,1989 Tour de France
Cycling,2009 Giro d'Italia
Cycling,2012 Tour de France
Cycling,2015 Vuelta a España
Cycling,Cycling at the 2008 Summer Olympics
Cycling,Men's individual road race
Cycling,Cycling at the 2008 Summer Olympics
Cycling,Women's individual road race
Equestrianism,American Pharoah
Equestrianism,Barbara L
Equestrianism,Calgary Stampede
Equestrianism,California Chrome
Equestrianism,Chariot racing
Equestrianism,Chicado V
Equestrianism,Easy Jet (horse)
Equestrianism,Fleetwood Park Racetrack
Equestrianism,Go Man Go
Equestrianism,Jersey Act
Equestrianism,Lightning Bar
Equestrianism,Miss Meyers
Equestrianism,Mucho Macho Man
Equestrianism,Oxbow (horse)
Equestrianism,Secretariat (horse)
Equestrianism,Shergar
Equestrianism,Thunder (mascot)
Gridiron football,1921 Centre vs. Harvard football game
Gridiron football,1924 Rose Bowl
Gridiron football,1998 NFC Championship Game
Gridiron football,2000 Sugar Bowl
Gridiron football,2003 Insight Bowl
Gridiron football,2005 ACC Championship Game
Gridiron football,2005 Sugar Bowl
Gridiron football,2005 Texas Longhorns football team
Gridiron football,2006 Chick-fil-A Bowl
Gridiron football,2006 Gator Bowl
Gridiron football,2007 ACC Championship Game
Gridiron football,2007 Appalachian State vs. Michigan football game
Gridiron football,2007 USC Trojans football team
Gridiron football,2008 ACC Championship Game
Gridiron football,2008 Humanitarian Bowl
Gridiron football,2008 Orange Bowl
Gridiron football,2009 International Bowl
Gridiron football,2009 Orange Bowl
Gridiron football,2010 PapaJohns.com Bowl
Gridiron football,Carolina Panthers
Gridiron football,Heidi Game
Gridiron football,History of American football
Gridiron football,History of the New York Jets
Gridiron football,Packers sweep
Hockey,Calgary Flames
Hockey,Calgary Hitmen
Hockey,Fighting in ice hockey
Hockey,History of the Montreal Canadiens
Hockey,History of the National Hockey League (1917
Hockey,1942)
Hockey,History of the National Hockey League (1942
Hockey,1967)
Hockey,History of the National Hockey League (1967
Hockey,1992)
Hockey,Hockey Hall of Fame
Hockey,Ice hockey at the Olympic Games
Hockey,Kenora Thistles
Hockey,New Jersey Devils
Hockey,Stanley Cup
Hockey,Zimbabwe women's national field hockey team at the 1980 Summer Olympics
Motorsports,1906 French Grand Prix
Motorsports,1982 Formula One World Championship
Motorsports,1995 Japanese Grand Prix
Motorsports,1995 Pacific Grand Prix
Motorsports,2005 United States Grand Prix
Motorsports,2006 Bank of America 500
Motorsports,2006 Subway 500
Motorsports,2006 UAW-Ford 500
Motorsports,2007 AT&T 250
Motorsports,2007 Coca-Cola 600
